old_mean_annual_rate,nianyueli_cumminterest,xinshouzhuan_cumminvest,xinshouzhuan_cummwithdraw,yueyuezhuan_cumminvest,yueyuezhuan_cummwithdraw,jijizhuan_cumminvest,jijizhuan_cummwithdraw,bannianzhuan_cumminvest,bannianzhuan_cummwithdraw,huodongbiao_vol,yueyuejia_vol
0.105603115,9592.9604,111300.0,0.0,3802800.0,675000.0,420200.0,0.0,993700.0,0.0,628800.0,1463600.0
